row,url,status,destination,note
96,https://www.msm.digital/privacy-policy/,mapped,page-msm-privacy-policy-en.metadata.title,
97,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.metadata.description,
98,https://www.msm.digital/privacy-policy/,mapped,page-msm-privacy-policy-en.content.hero.title,
99,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
100,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
101,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
102,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
103,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
104,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
105,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
106,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
107,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
108,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
109,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
110,https://www.msm.digital/privacy-policy/,preserved,page-msm-privacy-policy-en.content.legal,Complete original legal body recovered; workbook legal-review notes remain review items.
111,https://www.msm.digital/services-products/,mapped,msm-page-services-en.metadata.title,
112,https://www.msm.digital/services-products/,mapped,msm-page-services-en.metadata.description,
113,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content[hero].title,
114,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content,
115,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content,
116,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
117,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
118,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
119,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
120,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
121,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
122,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
123,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
124,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
125,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
126,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
127,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
128,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
129,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
130,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
131,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
132,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items,
133,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.godigital.cta,
134,https://www.msm.digital/services-products/,mapped,msm-page-services-en.content.directory.items.linkLabel,Destination-specific links use the existing localized component label.
135,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.metadata.title,
136,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.metadata.description,
137,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.content[hero].title,
138,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.content[hero].badgeText,
139,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.content,
140,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.content,
141,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.content,
142,https://www.msm.digital/service/social-media/,mapped,page-msm-service-social-media-en.content.cta.subtitle,
143,https://www.msm.digital/service/social-media/,resolved-reference,page-msm-service-social-media-en.content.casesGalleryFiltered,
144,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.metadata.title,
145,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.metadata.description,
146,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content[hero].title,
147,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content[hero].badgeText,
148,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content,
149,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content,
150,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content,
151,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content,
152,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content,
153,https://www.msm.digital/service/pr/,mapped,page-msm-service-pr-en.content.cta.subtitle,
154,https://www.msm.digital/service/pr/,resolved-reference,page-msm-service-pr-en.content.casesGalleryFiltered,
155,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.metadata.title,
156,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.metadata.description,
157,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content[hero].title,
158,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content[hero].badgeText,
159,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content,
160,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content,
161,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content,
162,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content,
163,https://www.msm.digital/service/influencer-marketing/,mapped,page-msm-service-influencer-marketing-en.content.cta.subtitle,
164,https://www.msm.digital/service/influencer-marketing/,resolved-reference,page-msm-service-influencer-marketing-en.content.casesGalleryFiltered,
165,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.metadata.title,
166,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.metadata.description,
167,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content[hero].title,
168,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content[hero].badgeText,
169,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content,
170,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content,
171,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content,
172,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content,
173,https://www.msm.digital/service/pos-marketing/,mapped,page-msm-service-pos-marketing-en.content.cta.subtitle,
174,https://www.msm.digital/service/pos-marketing/,resolved-reference,page-msm-service-pos-marketing-en.content.casesGalleryFiltered,
175,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.metadata.title,
176,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.metadata.description,
177,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content[hero].title,
178,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content[hero].badgeText,
179,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content,
180,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content,
181,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content,
182,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content,
183,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content,
184,https://www.msm.digital/service/review-platform/,mapped,page-msm-service-review-platform-en.content.cta.subtitle,
185,https://www.msm.digital/service/review-platform/,resolved-reference,page-msm-service-review-platform-en.content.casesGalleryFiltered,
186,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.metadata.title,
187,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.metadata.description,
188,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.content[hero].title,
189,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.content[hero].badgeText,
190,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.content,
191,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.content,
192,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.content,
193,https://www.msm.digital/service/augmented-and-virtual-reality/,mapped,page-msm-service-augmented-and-virtual-reality-en.content.cta.subtitle,
194,https://www.msm.digital/service/augmented-and-virtual-reality/,resolved-reference,page-msm-service-augmented-and-virtual-reality-en.content.casesGalleryFiltered,
195,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.metadata.title,
196,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.metadata.description,
197,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.content[hero].title,
198,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.content[hero].badgeText,
199,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.content,
200,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.content,
201,https://www.msm.digital/service/couplar/,mapped,page-msm-service-couplar-en.content.cta.subtitle,
202,https://www.msm.digital/service/couplar/,resolved-reference,page-msm-service-couplar-en.content.casesGalleryFiltered,
203,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.metadata.title,
204,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.metadata.description,
205,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content[hero].title,
206,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content[hero].badgeText,
207,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content,
208,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content,
209,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content,
210,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content,
211,https://www.msm.digital/service/ar-link/,mapped,page-msm-service-ar-link-en.content.cta.subtitle,
212,https://www.msm.digital/service/ar-link/,resolved-reference,page-msm-service-ar-link-en.content.casesGalleryFiltered,
213,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.metadata.title,
214,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.metadata.description,
215,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content[hero].title,
216,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content[hero].badgeText,
217,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content,
218,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content,
219,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content,
220,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content,
221,https://www.msm.digital/service/digital-signage/,mapped,page-msm-service-digital-signage-en.content.cta.subtitle,
222,https://www.msm.digital/service/digital-signage/,resolved-reference,page-msm-service-digital-signage-en.content.casesGalleryFiltered,
223,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.metadata.title,
224,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.metadata.description,
225,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content[hero].title,
226,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content[hero].badgeText,
227,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content,
228,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content,
229,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content,
230,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content,
231,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content,
232,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content,
233,https://www.msm.digital/service/training/,mapped,page-msm-service-training-en.content.cta.subtitle,
234,https://www.msm.digital/service/training/,resolved-reference,page-msm-service-training-en.content.casesGalleryFiltered,
235,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.metadata.title,
236,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.metadata.description,
237,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.content[hero].title,
238,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.content[hero].badgeText,
239,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.content,
240,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.content,
241,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.content,
242,https://www.msm.digital/service/development/,mapped,page-msm-service-development-en.content.cta.subtitle,
243,https://www.msm.digital/service/development/,resolved-reference,page-msm-service-development-en.content.casesGalleryFiltered,
244,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.metadata.title,
245,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.metadata.description,
246,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.content[hero].title,
247,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.content[hero].badgeText,
248,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.content,
249,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.content,
250,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.content,
251,https://www.msm.digital/service/experiential-marketing/,mapped,page-msm-service-experiential-marketing-en.content.cta.subtitle,
252,https://www.msm.digital/service/experiential-marketing/,resolved-reference,page-msm-service-experiential-marketing-en.content.casesGalleryFiltered,
253,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.metadata.title,
254,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.metadata.description,
255,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content[hero].title,
256,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content[hero].badgeText,
257,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content,
258,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content,
259,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content,
260,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content,
261,https://www.msm.digital/service/strategy/,mapped,page-msm-service-strategy-en.content.cta.subtitle,
262,https://www.msm.digital/service/strategy/,resolved-reference,page-msm-service-strategy-en.content.casesGalleryFiltered,
263,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.metadata.title,
264,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.metadata.description,
265,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.content[hero].title,
266,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.content[hero].badgeText,
267,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.content,
268,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.content,
269,https://www.msm.digital/service/content-creation/,mapped,page-msm-service-content-creation-en.content.cta.subtitle,
270,https://www.msm.digital/service/content-creation/,resolved-reference,page-msm-service-content-creation-en.content.casesGalleryFiltered,
271,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.metadata.title,
272,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.metadata.description,
273,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content[hero].title,
274,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content[hero].badgeText,
275,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content,
276,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content,
277,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content,
278,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content,
279,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content,
280,https://www.msm.digital/service/cashback-solutions/,mapped,page-msm-service-cashback-solutions-en.content.cta.subtitle,
281,https://www.msm.digital/service/cashback-solutions/,resolved-reference,page-msm-service-cashback-solutions-en.content.casesGalleryFiltered,
282,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.metadata.title,
283,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.metadata.description,
284,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content[hero].title,
285,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content[hero].badgeText,
286,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content,
287,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content.resultsMetrics,
288,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content.resultsMetrics,
289,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content.resultsMetrics,
290,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content,
291,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content,
292,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content.cta.subtitle,
293,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content.cta.subtitle,
294,https://www.msm.digital/service/mixed-reality-in-manufacturing/,mapped,page-msm-service-mixed-reality-in-manufacturing-en.content,
295,https://www.msm.digital/service/mixed-reality-in-manufacturing/,resolved-reference,page-msm-service-mixed-reality-in-manufacturing-en.content.casesGalleryFiltered,
296,https://www.msm.digital/service/hashtaglove/,mapped,page-msm-service-hashtaglove-en.metadata.title,
